"profit","loss","targetloanstatus"
4281,0,"0"
844.2,0,"0"
790,0,"0"
573.79,0,"0"
2842,0,"0"
297.9,0,"0"
1185,0,"0"
5029.68,0,"0"
0,12000,"1"
3884,0,"0"
0,25500,"1"
1068,0,"0"
1776.6,0,"0"
0,35000,"1"
0,17750,"1"
281.04,0,"0"
7721,0,"0"
844.2,0,"0"
1141.6,0,"0"
594.6,0,"0"
515.24,0,"0"
0,15000,"1"
208.11,0,"0"
0,18550,"1"
0,6000,"1"
745.2,0,"0"
809.4,0,"0"
1246,0,"0"
1844.9,0,"0"
745.2,0,"0"
331.8,0,"0"
2130,0,"0"
142.7,0,"0"
1637.6,0,"0"
820.88,0,"0"
904.5,0,"0"
792.8,0,"0"
132.4,0,"0"
1269,0,"0"
2390.225,0,"0"
1997.8,0,"0"
2670,0,"0"
790,0,"0"
1214.9125,0,"0"
798,0,"0"
554.76,0,"0"
4851.8,0,"0"
4347,0,"0"
0,12000,"1"
0,5000,"1"
0,6350,"1"
0,13000,"1"
0,35000,"1"
2130,0,"0"
4562.5,0,"0"
1888.6,0,"0"
3172.5,0,"0"
586.44,0,"0"
0,5500,"1"
270.36,0,"0"
532.5,0,"0"
1405.2,0,"0"
2344,0,"0"
904.5,0,"0"
3516,0,"0"
703.375,0,"0"
356.76,0,"0"
0,8000,"1"
600.8,0,"0"
1025.1,0,"0"
346.85,0,"0"
2693.3,0,"0"
1486.5,0,"0"
1975,0,"0"
1873.6,0,"0"
438.575,0,"0"
237,0,"0"
5251.2625,0,"0"
2225,0,"0"
675.9,0,"0"
1475.46,0,"0"
321.07,0,"0"
634.5,0,"0"
2538,0,"0"
0,15000,"1"
603,0,"0"
0,35000,"1"
534,0,"0"
0,15600,"1"
0,1000,"1"
0,27600,"1"
1232.4,0,"0"
482.4,0,"0"
2180.4,0,"0"
0,8000,"1"
766.8,0,"0"
2348.72,0,"0"
1917,0,"0"
751,0,"0"
1308.06,0,"0"
3026.32,0,"0"
525.7,0,"0"
745.2,0,"0"
4562.5,0,"0"
3650,0,"0"
2235.6,0,"0"
1712.4,0,"0"
0,2400,"1"
4994.5,0,"0"
2370,0,"0"
0,14400,"1"
651.4925,0,"0"
7822.5,0,"0"
2023.5,0,"0"
491.82,0,"0"
513.5,0,"0"
989.69,0,"0"
0,24000,"1"
1597.475,0,"0"
642.15,0,"0"
745.2,0,"0"
1669.3875,0,"0"
1748.075,0,"0"
6660.5,0,"0"
0,7200,"1"
0,3000,"1"
0,35000,"1"
1896,0,"0"
1117.8,0,"0"
2637,0,"0"
1335,0,"0"
1783.8,0,"0"
634.5,0,"0"
525.7,0,"0"
3669.875,0,"0"
2623.04,0,"0"
562.7,0,"0"
904.5,0,"0"
1878.12,0,"0"
1758,0,"0"
1873.6,0,"0"
0,6000,"1"
281.04,0,"0"
4562.5,0,"0"
2342,0,"0"
0,12000,"1"
1618.8,0,"0"
1863,0,"0"
723.6,0,"0"
0,15000,"1"
0,15000,"1"
2204.4075,0,"0"
0,1500,"1"
2774.8,0,"0"
2213.64,0,"0"
562.08,0,"0"
1189.2,0,"0"
148.65,0,"0"
0,30000,"1"
1863,0,"0"
1264,0,"0"
124.2,0,"0"
394.275,0,"0"
90.45,0,"0"
0,12000,"1"
1753.7,0,"0"
281.04,0,"0"
0,14000,"1"
2601.84,0,"0"
0,15000,"1"
619.575,0,"0"
945.405,0,"0"
1652.2,0,"0"
438.425,0,"0"
1065,0,"0"
748.23,0,"0"
0,35000,"1"
1391.75,0,"0"
0,3800,"1"
0,12400,"1"
0,4000,"1"
452.25,0,"0"
901.2,0,"0"
2107.8,0,"0"
0,8875,"1"
4788,0,"0"
5432.275,0,"0"
301.5,0,"0"
2389.2,0,"0"
474,0,"0"
790,0,"0"
1803.62,0,"0"
1405.2,0,"0"
793.125,0,"0"
284.4,0,"0"
1414.1,0,"0"
0,18000,"1"
482.4,0,"0"
0,30000,"1"
562.875,0,"0"
480.64,0,"0"
2037.54,0,"0"
639,0,"0"
1987.2,0,"0"
0,20000,"1"
1246,0,"0"
6044.5,0,"0"
888.3,0,"0"
1509.3,0,"0"
0,10000,"1"
489.5,0,"0"
445,0,"0"
1090.1,0,"0"
0,22000,"1"
3981.4,0,"0"
2023.5,0,"0"
948,0,"0"
1499.715,0,"0"
445.195,0,"0"
904.5,0,"0"
0,18000,"1"
603,0,"0"
391.95,0,"0"
2158.4,0,"0"
2171.6,0,"0"
0,25450,"1"
1712.4,0,"0"
0,20000,"1"
0,10000,"1"
916.2,0,"0"
527.4,0,"0"
758.4,0,"0"
948,0,"0"
0,21000,"1"
1917,0,"0"
1189.2,0,"0"
662,0,"0"
1985.1,0,"0"
1522.3,0,"0"
2743.075,0,"0"
416.22,0,"0"
603,0,"0"
1112.45,0,"0"
1513,0,"0"
0,30000,"1"
4281,0,"0"
478.375,0,"0"
1544.25,0,"0"
0,30000,"1"
5574.8,0,"0"
3806,0,"0"
375.5,0,"0"
1185,0,"0"
1288.3,0,"0"
1853.6,0,"0"
1099.44,0,"0"
517.7975,0,"0"
2763.2,0,"0"
838.5,0,"0"
0,25000,"1"
3192,0,"0"
603,0,"0"
1246,0,"0"
1832.4,0,"0"
363.4,0,"0"
553,0,"0"
948,0,"0"
0,20000,"1"
0,35000,"1"
3192,0,"0"
3628.5975,0,"0"
692.25,0,"0"
2930,0,"0"
2662.5,0,"0"
638.35,0,"0"
426,0,"0"
1618.8,0,"0"
505.6,0,"0"
7105,0,"0"
1873.6,0,"0"
1844.7,0,"0"
374.72,0,"0"
386.43,0,"0"
622.28,0,"0"
539.6,0,"0"
0,25000,"1"
0,12000,"1"
1242,0,"0"
723.6,0,"0"
1422,0,"0"
3192,0,"0"
1394.8325,0,"0"
0,14125,"1"
843.84,0,"0"
3134.4375,0,"0"
482.4,0,"0"
0,7125,"1"
692.25,0,"0"
3340.2,0,"0"
2608.2,0,"0"
1278,0,"0"
214.035,0,"0"
1855.1,0,"0"
1079.2,0,"0"
279.6,0,"0"
3195,0,"0"
571.3425,0,"0"
1753.605,0,"0"
439.5,0,"0"
2652.21,0,"0"
6822,0,"0"
529.6,0,"0"
957.6,0,"0"
397.02,0,"0"
908.5,0,"0"
634.5,0,"0"
692.25,0,"0"
2051,0,"0"
1896,0,"0"
0,12150,"1"
720.36,0,"0"
1618.8,0,"0"
534,0,"0"
1915.2,0,"0"
0,5000,"1"
2449.5,0,"0"
423.54,0,"0"
198.6,0,"0"
686.825,0,"0"
476.64,0,"0"
2075.5975,0,"0"
2070.715,0,"0"
521.64,0,"0"
278.04,0,"0"
751,0,"0"
301.5,0,"0"
935.075,0,"0"
3650,0,"0"
0,9000,"1"
662,0,"0"
1171,0,"0"
480.6,0,"0"
958.5,0,"0"
0,4800,"1"
3830.4,0,"0"
3039.52,0,"0"
948,0,"0"
576.7175,0,"0"
0,7200,"1"
5709,0,"0"
2023.5,0,"0"
1580,0,"0"
0,8000,"1"
1422,0,"0"
749.44,0,"0"
635.52,0,"0"
422.1,0,"0"
745.5,0,"0"
951.36,0,"0"
790,0,"0"
1422,0,"0"
556.08,0,"0"
4532.64,0,"0"
766.8,0,"0"
763.035,0,"0"
3144.375,0,"0"
442.4,0,"0"
532.98,0,"0"
0,12600,"1"
596.16,0,"0"
237,0,"0"
2732.4,0,"0"
2698,0,"0"
375.25,0,"0"
496.5,0,"0"
2637,0,"0"
5592,0,"0"
711,0,"0"
3727.5,0,"0"
0,26000,"1"
505.6,0,"0"
1759.32,0,"0"
428.1,0,"0"
607.05,0,"0"
1185,0,"0"
2446.92,0,"0"
3105,0,"0"
766.02,0,"0"
2538,0,"0"
819.7,0,"0"
2538,0,"0"
3235.1,0,"0"
532.5,0,"0"
2081.1,0,"0"
723.6,0,"0"
4380,0,"0"
770.58,0,"0"
1341.38,0,"0"
2040.3625,0,"0"
1189.2,0,"0"
1189.2,0,"0"
790,0,"0"
0,30000,"1"
761.15,0,"0"
852,0,"0"
447.12,0,"0"
0,7100,"1"
237.84,0,"0"
0,10950,"1"
0,4000,"1"
1598.94,0,"0"
2236.8,0,"0"
7105,0,"0"
3567.5,0,"0"
390.52,0,"0"
512.55,0,"0"
0,12000,"1"
1157,0,"0"
0,1800,"1"
1677,0,"0"
752.2425,0,"0"
240.32,0,"0"
364.1,0,"0"
0,14675,"1"
157.71,0,"0"
0,23200,"1"
0,3825,"1"
301.5,0,"0"
1758,0,"0"
995.35,0,"0"
1068,0,"0"
3850.2,0,"0"
1341.9,0,"0"
1160.52,0,"0"
461.175,0,"0"
2342,0,"0"
463.4,0,"0"
745.5,0,"0"
5294.4,0,"0"
873.84,0,"0"
702.6,0,"0"
4347,0,"0"
574.425,0,"0"
2524.6,0,"0"
1640.8,0,"0"
361.8,0,"0"
0,17600,"1"
292.75,0,"0"
904.5,0,"0"
0,8000,"1"
1486.5,0,"0"
1491,0,"0"
251.56,0,"0"
0,35000,"1"
380.7,0,"0"
799.12,0,"0"
1832.4,0,"0"
639,0,"0"
5079.4,0,"0"
723.6,0,"0"
2662.5,0,"0"
860.6,0,"0"
632,0,"0"
820.08,0,"0"
3807,0,"0"
712,0,"0"
2670,0,"0"
319.5,0,"0"
4567.2,0,"0"
2637,0,"0"
2036.98,0,"0"
2930,0,"0"
2854,0,"0"
78.39,0,"0"
751,0,"0"
529.6,0,"0"
277.48,0,"0"
4347,0,"0"
364.23,0,"0"
0,35000,"1"
2224.9,0,"0"
0,23000,"1"
1296.6375,0,"0"
3567.5,0,"0"
603,0,"0"
585.5,0,"0"
0,12000,"1"
3817.5,0,"0"
211.05,0,"0"
964.8,0,"0"
1780,0,"0"
0,7500,"1"
621,0,"0"
2765,0,"0"
0,10000,"1"
1864,0,"0"
284.4,0,"0"
893.76,0,"0"
2137.8,0,"0"
501.465,0,"0"
1858.475,0,"0"
790,0,"0"
6044.5,0,"0"
827.7,0,"0"
888.3,0,"0"
1408.68,0,"0"
1025.1,0,"0"
532.5,0,"0"
3884,0,"0"
503.1,0,"0"
723.6,0,"0"
2515.5,0,"0"
697.95,0,"0"
108.895,0,"0"
3513,0,"0"
632,0,"0"
0,7000,"1"
1427,0,"0"
2538,0,"0"
521.4,0,"0"
702.6,0,"0"
1173.9,0,"0"
496.8,0,"0"
0,12350,"1"
1171,0,"0"
2012.4,0,"0"
0,18400,"1"
4219.2,0,"0"
790,0,"0"
1982,0,"0"
2443.5,0,"0"
513.72,0,"0"
1206.1125,0,"0"
3105,0,"0"
418.19,0,"0"
1580,0,"0"
868.32,0,"0"
789.165,0,"0"
331,0,"0"
198.6,0,"0"
0,35000,"1"
1405.2,0,"0"
4788,0,"0"
2538,0,"0"
0,7000,"1"
529.6,0,"0"
712,0,"0"
495.5,0,"0"
2360.75,0,"0"
711,0,"0"
809.4,0,"0"
1406.4,0,"0"
0,7200,"1"
1221.75,0,"0"
266.25,0,"0"
761.4,0,"0"
873.84,0,"0"
1789.2,0,"0"
0,7500,"1"
534,0,"0"
2101.945,0,"0"
1644.9675,0,"0"
948,0,"0"
585.5,0,"0"
1387.4,0,"0"
2074.8,0,"0"
4281,0,"0"
0,9000,"1"
0,10000,"1"
2138.165,0,"0"
361.8,0,"0"
1335,0,"0"
594.145,0,"0"
0,8000,"1"
792.745,0,"0"
3521.7,0,"0"
979,0,"0"
1335,0,"0"
0,8000,"1"
1510.88,0,"0"
406.08,0,"0"
1043.28,0,"0"
0,2400,"1"
1140.3,0,"0"
957.6,0,"0"
0,9600,"1"
1614.6,0,"0"
548.475,0,"0"
2023.5,0,"0"
563.25,0,"0"
0,15850,"1"
474,0,"0"
790,0,"0"
0,15000,"1"
251.55,0,"0"
0,20000,"1"
2459.1,0,"0"
1405.2,0,"0"
4281,0,"0"
1954.8,0,"0"
301.5,0,"0"
0,30000,"1"
1605.375,0,"0"
948,0,"0"
989.82,0,"0"
3726,0,"0"
1513,0,"0"
844.2,0,"0"
222.5,0,"0"
2590.5,0,"0"
2810.4,0,"0"
675.9,0,"0"
0,17050,"1"
319.5,0,"0"
116.0775,0,"0"
6968.5,0,"0"
945.3875,0,"0"
79,0,"0"
2913.84,0,"0"
491.82,0,"0"
0,12850,"1"
360.48,0,"0"
416.22,0,"0"
301.5,0,"0"
2344,0,"0"
1589.76,0,"0"
1967.135,0,"0"
3054,0,"0"
1756.5,0,"0"
1015.2,0,"0"
1185,0,"0"
404.7,0,"0"
0,21850,"1"
507.6,0,"0"
0,34000,"1"
3982,0,"0"
2212,0,"0"
2417.8,0,"0"
1712.4,0,"0"
1491.2,0,"0"
1465,0,"0"
2283.6,0,"0"
1873.6,0,"0"
1025.1,0,"0"
0,5000,"1"
305.4,0,"0"
2130,0,"0"
603,0,"0"
445.95,0,"0"
720.78,0,"0"
566.58,0,"0"
1189.2,0,"0"
3285,0,"0"
0,35000,"1"
1629,0,"0"
180.9,0,"0"
393.825,0,"0"
2102.8,0,"0"
4721.5,0,"0"
0,12000,"1"
0,4800,"1"
213.6,0,"0"
3665.23,0,"0"
6262.95,0,"0"
267,0,"0"
0,4000,"1"
0,15000,"1"
317.76,0,"0"
1827.36,0,"0"
623,0,"0"
0,5000,"1"
2639.52,0,"0"
331.8,0,"0"
640.8,0,"0"
373.8,0,"0"
1437.8,0,"0"
603,0,"0"
2791.8,0,"0"
3054,0,"0"
488.7,0,"0"
0,2800,"1"
586,0,"0"
442.0525,0,"0"
399,0,"0"
2662.5,0,"0"
702.6,0,"0"
0,7500,"1"
0,11625,"1"
1324,0,"0"
1424,0,"0"
361.8,0,"0"
106.5,0,"0"
723.6,0,"0"
2347.8,0,"0"
363.885,0,"0"
397.2,0,"0"
0,3000,"1"
1015.2,0,"0"
1551.575,0,"0"
754.68,0,"0"
1381.6,0,"0"
2360.75,0,"0"
0,5450,"1"
4441.5,0,"0"
4272.4,0,"0"
304.56,0,"0"
2698,0,"0"
2620.4325,0,"0"
1065,0,"0"
452.25,0,"0"
2691.92,0,"0"
1030.64,0,"0"
1065,0,"0"
6044.5,0,"0"
1171,0,"0"
0,21725,"1"
5826,0,"0"
890,0,"0"
0,18000,"1"
790,0,"0"
2875.5,0,"0"
0,4200,"1"
790,0,"0"
0,14000,"1"
222.5,0,"0"
0,3500,"1"
1027,0,"0"
2538,0,"0"
1405.2,0,"0"
316,0,"0"
951.75,0,"0"
6387.5,0,"0"
0,12000,"1"
1932.15,0,"0"
1015.2,0,"0"
5417.5,0,"0"
904.5,0,"0"
1171,0,"0"
0,35000,"1"
419.25,0,"0"
1428.375,0,"0"
675.9,0,"0"
3330.25,0,"0"
395,0,"0"
0,2700,"1"
809.4,0,"0"
595.8,0,"0"
79,0,"0"
794.4,0,"0"
173.8,0,"0"
3686.76,0,"0"
152.28,0,"0"
1491,0,"0"
2130,0,"0"
2459.1,0,"0"
2920,0,"0"
712,0,"0"
406.85,0,"0"
2417.8,0,"0"
231.7,0,"0"
1522.8,0,"0"
428.1,0,"0"
0,30000,"1"
639,0,"0"
1106,0,"0"
1142.1,0,"0"
826.11,0,"0"
2212,0,"0"
0,9950,"1"
4098.5,0,"0"
0,12000,"1"
361.8,0,"0"
0,15000,"1"
0,21750,"1"
3424.8,0,"0"
1598.24,0,"0"
0,6000,"1"
578.5,0,"0"
3995.6,0,"0"
4347,0,"0"
844.2,0,"0"
0,23000,"1"
463.4,0,"0"
301.5,0,"0"
0,10800,"1"
725.0875,0,"0"
2515.5,0,"0"
667.5,0,"0"
2854.5,0,"0"
2146.56,0,"0"
1780,0,"0"
356,0,"0"
959.96,0,"0"
634.5,0,"0"
662,0,"0"
1015.2,0,"0"
993.6,0,"0"
1189.2,0,"0"
297.9,0,"0"
945.1875,0,"0"
2210.56,0,"0"
1691.76,0,"0"
90.45,0,"0"
619.375,0,"0"
951.75,0,"0"
616.2,0,"0"
1580,0,"0"
1427,0,"0"
158,0,"0"
532.5,0,"0"
189.6,0,"0"
925.6,0,"0"
3172.5,0,"0"
609.04,0,"0"
989.495,0,"0"
931.24,0,"0"
0,8000,"1"
485.64,0,"0"
234.2,0,"0"
0,16000,"1"
2683.2,0,"0"
0,1200,"1"
0,4000,"1"
180.9,0,"0"
1261.68,0,"0"
1756.5,0,"0"
0,8000,"1"
0,12000,"1"
794.4,0,"0"
794.4,0,"0"
6089.6,0,"0"
6769.4,0,"0"
0,14300,"1"
926.8,0,"0"
4047,0,"0"
6660.5,0,"0"
0,9600,"1"
510.68,0,"0"
395,0,"0"
1405.2,0,"0"
1486.5,0,"0"
0,10000,"1"
0,35000,"1"
1117.8,0,"0"
829.125,0,"0"
1280.6625,0,"0"
1618.8,0,"0"
1802.4,0,"0"
289.44,0,"0"
3115,0,"0"
5070.78,0,"0"
1304.8,0,"0"
904.5,0,"0"
1405.2,0,"0"
2069.15,0,"0"
902.9925,0,"0"
3033.8,0,"0"
2280.6,0,"0"
0,1500,"1"
3066,0,"0"
1904.5,0,"0"
1580,0,"0"
3662.5,0,"0"
890,0,"0"
844.2,0,"0"
4782,0,"0"
0,14500,"1"
0,5850,"1"
0,4000,"1"
144.72,0,"0"
1556.3,0,"0"
0,5800,"1"
1951.38,0,"0"
1335,0,"0"
2190,0,"0"
0,3000,"1"
361.8,0,"0"
247.75,0,"0"
534,0,"0"
723.6,0,"0"
2385.92,0,"0"
0,9400,"1"
5243.4,0,"0"
5340.5,0,"0"
2342,0,"0"
0,15000,"1"
888.3,0,"0"
1832.4,0,"0"
267,0,"0"
1065,0,"0"
4441.5,0,"0"
361.8,0,"0"
662,0,"0"
3342.4,0,"0"
539.6,0,"0"
1649.7,0,"0"
1502,0,"0"
2133,0,"0"
801,0,"0"
702.6,0,"0"
244.9,0,"0"
375.5,0,"0"
0,16000,"1"
2086.56,0,"0"
495.5,0,"0"
817.57,0,"0"
1157,0,"0"
1036.2,0,"0"
456.69,0,"0"
480.64,0,"0"
723.6,0,"0"
1042.19,0,"0"
1602,0,"0"
0,16800,"1"
1185,0,"0"
0,35000,"1"
0,20000,"1"
0,12000,"1"
913.2375,0,"0"
0,6000,"1"
503.12,0,"0"
6524,0,"0"
1171,0,"0"
3195,0,"0"
351.3,0,"0"
4441.5,0,"0"
0,8000,"1"
0,35000,"1"
253.8,0,"0"
1145.25,0,"0"
1092.96,0,"0"
1568.2125,0,"0"
582.6,0,"0"
89,0,"0"
195.48,0,"0"
3172.5,0,"0"
600.8,0,"0"
3730.32,0,"0"
0,17500,"1"
7311.5,0,"0"
132.4,0,"0"
6705,0,"0"
2696.625,0,"0"
267,0,"0"
5347.43,0,"0"
0,14000,"1"
4441.5,0,"0"
2458.5525,0,"0"
2484,0,"0"
1873.6,0,"0"
3206.7,0,"0"
954.375,0,"0"
4024.14,0,"0"
1987.2,0,"0"
1465,0,"0"
2190,0,"0"
900.32,0,"0"
916.2,0,"0"
1597.5,0,"0"
375.5,0,"0"
1278,0,"0"
2102.8,0,"0"
2023.5,0,"0"
948,0,"0"
3091.44,0,"0"
1758,0,"0"
1022.4,0,"0"
713.5,0,"0"
554.76,0,"0"
391.6,0,"0"
901.2,0,"0"
1826.72,0,"0"
397.2,0,"0"
644.05,0,"0"
301.5,0,"0"
0,5600,"1"
1598.24,0,"0"
5826,0,"0"
1185,0,"0"
1427,0,"0"
0,8400,"1"
297.3,0,"0"
0,5875,"1"
2342,0,"0"
0,14000,"1"
568.8,0,"0"
1756.5,0,"0"
301.5,0,"0"
0,13200,"1"
1405.8,0,"0"
585.5,0,"0"
1888.6,0,"0"
926.8,0,"0"
2130,0,"0"
0,20000,"1"
0,35000,"1"
1675.08,0,"0"
1915.2,0,"0"
0,18825,"1"
1303.2,0,"0"
877.15,0,"0"
0,12000,"1"
723.6,0,"0"
991,0,"0"
372.6,0,"0"
1758,0,"0"
1055.23,0,"0"
0,22000,"1"
790,0,"0"
1173.825,0,"0"
1509.3,0,"0"
0,14000,"1"
395,0,"0"
1863,0,"0"
3248.5,0,"0"
0,15000,"1"
936.8,0,"0"
0,1500,"1"
6044.5,0,"0"
1486.5,0,"0"
5013.6,0,"0"
2023.5,0,"0"
2224.9,0,"0"
2608.2,0,"0"
1068,0,"0"
4347,0,"0"
278.125,0,"0"
1424,0,"0"
674.5,0,"0"
1780,0,"0"
4872,0,"0"
6934.4,0,"0"
944.3,0,"0"
0,5500,"1"
395,0,"0"
556.08,0,"0"
6384,0,"0"
775.7875,0,"0"
1341.6,0,"0"
0,4000,"1"
0,4200,"1"
1324,0,"0"
397.2,0,"0"
312.0525,0,"0"
466,0,"0"
6267,0,"0"
1264,0,"0"
0,3700,"1"
1269,0,"0"
723.6,0,"0"
2765,0,"0"
1278,0,"0"
2608.2,0,"0"
361.8,0,"0"
977.625,0,"0"
794.4,0,"0"
663.6,0,"0"
0,8000,"1"
2662.5,0,"0"
2436,0,"0"
0,13800,"1"
667.5,0,"0"
1185,0,"0"
1079.2,0,"0"
2140.5,0,"0"
906.0075,0,"0"
5709,0,"0"
2854,0,"0"
1522.8,0,"0"
4038.5925,0,"0"
948,0,"0"
792.8,0,"0"
1997.8,0,"0"
595.8,0,"0"
1065,0,"0"
1157,0,"0"
904.5,0,"0"
1465,0,"0"
264.8,0,"0"
2428.2,0,"0"
316,0,"0"
361.8,0,"0"
2347.8,0,"0"
761.4,0,"0"
237,0,"0"
1106,0,"0"
507.6,0,"0"
3010.56,0,"0"
997.5,0,"0"
5320,0,"0"
0,35000,"1"
3726,0,"0"
2718.8,0,"0"
0,18000,"1"
0,15000,"1"
1349,0,"0"
4721.5,0,"0"
158,0,"0"
4395,0,"0"
1157,0,"0"
1659,0,"0"
904.5,0,"0"
3726,0,"0"
2613.7625,0,"0"
75.1,0,"0"
1387.4,0,"0"
660.3,0,"0"
0,1500,"1"
152.7,0,"0"
0,9500,"1"
3454,0,"0"
474,0,"0"
1255.76,0,"0"
2774.8,0,"0"
993,0,"0"
529.6,0,"0"
1686.24,0,"0"
844.2,0,"0"
1712.4,0,"0"
2383.26,0,"0"
0,27575,"1"
1424,0,"0"
4757.5,0,"0"
229.14,0,"0"
0,12000,"1"
0,20000,"1"
444.15,0,"0"
0,35000,"1"
1950.7275,0,"0"
0,15000,"1"
2484,0,"0"
0,25000,"1"
2629.95,0,"0"
6387.5,0,"0"
2662.5,0,"0"
1533,0,"0"
4317.5,0,"0"
761.15,0,"0"
0,15000,"1"
4994.5,0,"0"
1065,0,"0"
422.1,0,"0"
3726,0,"0"
0,18000,"1"
904.5,0,"0"
397.2,0,"0"
794.4,0,"0"
377.72,0,"0"
909.0225,0,"0"
2331.45,0,"0"
820.525,0,"0"
2763.2,0,"0"
814.5,0,"0"
1597.5,0,"0"
3885.165,0,"0"
6797,0,"0"
0,12000,"1"
450.6,0,"0"
1497.39,0,"0"
0,4200,"1"
1557.5,0,"0"
506.52,0,"0"
4281.795,0,"0"
0,8000,"1"
1342.08,0,"0"
605.2,0,"0"
1548.4375,0,"0"
623,0,"0"
936.8,0,"0"
0,35000,"1"
609.12,0,"0"
2484,0,"0"
506.52,0,"0"
1490.4,0,"0"
1065,0,"0"
5869.5,0,"0"
711,0,"0"
948,0,"0"
4197.5,0,"0"
556.25,0,"0"
971.28,0,"0"
0,12500,"1"
585.5,0,"0"
534,0,"0"
1832.4,0,"0"
0,17000,"1"
0,25000,"1"
2354.55,0,"0"
301.5,0,"0"
4441.5,0,"0"
0,11500,"1"
941.82,0,"0"
568.8,0,"0"
482.4,0,"0"
4567.2,0,"0"
253.8,0,"0"
463.4,0,"0"
894.24,0,"0"
3223,0,"0"
1481.25,0,"0"
987.5,0,"0"
826.1,0,"0"
553,0,"0"
5027.4,0,"0"
2390.88,0,"0"
2531.52,0,"0"
0,6000,"1"
234.78,0,"0"
319.5,0,"0"
1130.22,0,"0"
1490.4,0,"0"
372.6,0,"0"
3076.5,0,"0"
0,10000,"1"
761.4,0,"0"
4395,0,"0"
843.12,0,"0"
2477.5,0,"0"
0,20000,"1"
511.2,0,"0"
991,0,"0"
603,0,"0"
603,0,"0"
890,0,"0"
3513,0,"0"
2872.8,0,"0"
591.85,0,"0"
445,0,"0"
662,0,"0"
1369.92,0,"0"
3516,0,"0"
639,0,"0"
4043.4,0,"0"
702.9,0,"0"
1975,0,"0"
1068,0,"0"
2767.05,0,"0"
1295.04,0,"0"
856.2,0,"0"
3516,0,"0"
562.08,0,"0"
1597.5,0,"0"
0,15000,"1"
1618.8,0,"0"
0,10375,"1"
4562.5,0,"0"
213,0,"0"
1532.16,0,"0"
1629,0,"0"
4281,0,"0"
158,0,"0"
165.22,0,"0"
3372.5,0,"0"
301.5,0,"0"
0,21000,"1"
2604.275,0,"0"
1149.12,0,"0"
948,0,"0"
634.5,0,"0"
3358.85,0,"0"
1592.8,0,"0"
0,20000,"1"
634.24,0,"0"
0,11000,"1"
474,0,"0"
0,5000,"1"
2158.4,0,"0"
1405.2,0,"0"
1221.6,0,"0"
1827.36,0,"0"
0,12500,"1"
398.03,0,"0"
904.5,0,"0"
0,12000,"1"
4178,0,"0"
4441.5,0,"0"
0,5600,"1"
2765,0,"0"
0,4000,"1"
6387.5,0,"0"
553,0,"0"
231.4,0,"0"
723.6,0,"0"
844.2,0,"0"
3622.625,0,"0"
958.5,0,"0"
571.05,0,"0"
1003.3,0,"0"
293,0,"0"
1265.76,0,"0"
1903.5,0,"0"
2023.5,0,"0"
1363.2,0,"0"
198.6,0,"0"
140.52,0,"0"
447.9075,0,"0"
1025.5,0,"0"
1540.5,0,"0"
0,1500,"1"
434.16,0,"0"
855.12,0,"0"
3372.5,0,"0"
7311.5,0,"0"
0,14000,"1"
1569.7,0,"0"
0,27400,"1"
1445.7375,0,"0"
0,7000,"1"
395,0,"0"
904.5,0,"0"
2930.7025,0,"0"
4806.025,0,"0"
1689.12,0,"0"
1146.65,0,"0"
0,20000,"1"
2796,0,"0"
1825.48,0,"0"
404.34,0,"0"
0,3600,"1"
1335,0,"0"
2930,0,"0"
495.5,0,"0"
1810.5,0,"0"
1129.7,0,"0"
1903.5,0,"0"
2130,0,"0"
2236.5,0,"0"
955.68,0,"0"
2054.88,0,"0"
894.24,0,"0"
1903.5,0,"0"
379.2,0,"0"
0,15350,"1"
824.85,0,"0"
474,0,"0"
298.2,0,"0"
901.2,0,"0"
794.4,0,"0"
0,19425,"1"
2664.9,0,"0"
734.85,0,"0"
1863,0,"0"
571.05,0,"0"
6371.2,0,"0"
1142.1,0,"0"
776.175,0,"0"
1319.625,0,"0"
1832.4,0,"0"
3115,0,"0"
6153,0,"0"
0,7000,"1"
1015.2,0,"0"
2373.3,0,"0"
2030.4,0,"0"
198.6,0,"0"
507.6,0,"0"
2796.48,0,"0"
948,0,"0"
2283.6,0,"0"
6267,0,"0"
1738.8,0,"0"
3654,0,"0"
0,5000,"1"
904.5,0,"0"
297.3,0,"0"
2234.4,0,"0"
404.7,0,"0"
4098.5,0,"0"
4395,0,"0"
1349,0,"0"
1065,0,"0"
987.9,0,"0"
304.46,0,"0"
2459.1,0,"0"
279.18,0,"0"
2854.5,0,"0"
708.32,0,"0"
225.3,0,"0"
3195,0,"0"
2765,0,"0"
0,10400,"1"
6633,0,"0"
2158.4,0,"0"
563.25,0,"0"
1266.84,0,"0"
507.6,0,"0"
1125.4,0,"0"
5592,0,"0"
0,11000,"1"
603,0,"0"
0,12000,"1"
723.6,0,"0"
264.8,0,"0"
7959,0,"0"
645.84,0,"0"
771.23,0,"0"
730.75,0,"0"
2072.4,0,"0"
2436,0,"0"
0,24000,"1"
549.72,0,"0"
2812.8,0,"0"
923.375,0,"0"
248.4,0,"0"
3665.525,0,"0"
385.92,0,"0"
2763.2,0,"0"
1945.32,0,"0"
496.5,0,"0"
1171.5,0,"0"
913.68,0,"0"
957.6,0,"0"
728.2,0,"0"
5324.4375,0,"0"
1825,0,"0"
0,12000,"1"
1343,0,"0"
420.675,0,"0"
0,35000,"1"
