"targetloanstatus","creditpolicy","loanamnt","term","intrate","installment","grade","emplength","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"NoDefault","Y",3000,"36months",0.089,95.26,"A",0,12.22,0,22,0.212,37,"N","N","Y","Gp4","Gp3","Y","credit_card"
"NoDefault","Y",9000,"36months",0.0751,280,"A",2,0.16,0,4,0.02,16,"N","N","N","Gp5","Gp1","N","living_expenses"
"NoDefault","Y",20000,"60months",0.1839,512.13,"E",10,12.66,2,9,0.855,29,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","N",25000,"36months",0.1062,814,"B",10,5.9,0,10,0.729,55,"Y","N","N","Gp5","Gp5","N","credit_card"
"NoDefault","Y",9000,"36months",0.1099,294.62,"B",5,18.67,0,9,0.575,15,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"NoDefault","Y",8000,"36months",0.1038,259.57,"B",3,23.57,2,6,0.6,11,"N","N","N","Gp1","Gp3","N","luxury"
"NoDefault","Y",13475,"60months",0.089,279.07,"A",3,27.27,0,10,0,22,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1112,163.98,"B",0,9.63,1,10,0.356,10,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1242,449.15,"B",10,5.09,3,5,0.184,14,"Y","N","Y","Gp5","Gp2","Y","living_expenses"
"NoDefault","Y",3500,"36months",0.0932,111.82,"A",1,15.42,0,11,0.274,20,"N","N","N","Gp3","Gp2","Y","other"
"NoDefault","Y",10000,"60months",0.1879,258.26,"E",3,13.87,0,13,0.572,22,"N","N","Y","Gp3","Gp2","Y","other"
"NoDefault","Y",4900,"36months",0.0788,153.28,"A",8,4.42,2,4,0.349,6,"N","N","N","Gp1","Gp1","Y","other"
"NoDefault","Y",4600,"36months",0.1479,158.99,"C",0,18.44,1,14,0.507,24,"N","Y","N","Gp1","Gp4","Y","debt_consolidation"
"NoDefault","Y",12000,"60months",0.1749,301.41,"D",9,6.94,0,8,0.527,42,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.0662,368.45,"A",4,15.32,0,7,0.495,9,"N","N","N","Gp1","Gp2","N","credit_card"
"NoDefault","Y",7000,"36months",0.1348,237.47,"C",2,19.38,1,16,0.336,33,"N","Y","Y","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1223,133.3,"C",10,18.14,3,15,0.778,30,"Y","N","N","Gp3","Gp4","Y","other"
"NoDefault","Y",1200,"36months",0.0729,37.22,"A",0,26.83,1,11,0.6,38,"N","N","N","Gp1","Gp3","Y","credit_card"
"NoDefault","N",21000,"36months",0.1422,719.97,"C",10,18.43,5,8,0,25,"Y","N","N","Gp3","Gp1","Y","debt_consolidation"
"NoDefault","N",15000,"36months",0.1189,497.46,"B",9,17.11,1,18,0.481,23,"N","N","Y","Gp4","Gp5","Y","living_expenses"
"NoDefault","Y",13000,"36months",0.1454,447.73,"D",5,23.08,1,13,0.538,30,"N","N","Y","Gp2","Gp4","N","debt_consolidation"
"NoDefault","Y",14000,"36months",0.1904,513.5,"F",7,16.3,1,7,0.981,27,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",4800,"36months",0.0599,146.01,"A",8,6.24,0,10,0.034,28,"N","Y","Y","Gp5","Gp1","N","other"
"NoDefault","Y",5000,"60months",0.1417,116.79,"C",0,16.6,1,8,0.561,21,"N","N","N","Gp1","Gp2","Y","debt_consolidation"
"NoDefault","Y",8400,"36months",0.1287,282.52,"C",3,21.36,0,7,0.758,7,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"NoDefault","Y",30000,"60months",0.1199,667.19,"B",2,15.71,2,12,0.127,25,"N","N","Y","Gp5","Gp4","Y","living_expenses"
"NoDefault","Y",11000,"36months",0.1349,373.24,"C",6,13.94,1,14,0.373,16,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"NoDefault","Y",12800,"36months",0.0579,388.19,"A",9,6.47,0,17,0.089,63,"N","N","Y","Gp5","Gp2","N","debt_consolidation"
"NoDefault","Y",12550,"60months",0.1171,277.34,"B",5,16.23,0,11,0.156,20,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"NoDefault","Y",13250,"60months",0.1349,304.82,"C",8,28.37,1,5,0.646,17,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"NoDefault","Y",9600,"60months",0.0788,194.11,"A",10,0.86,3,7,0.065,18,"Y","N","Y","Gp2","Gp1","N","living_expenses"
"NoDefault","Y",8400,"36months",0.0579,185,"A",3,15.32,0,8,0.197,25,"N","N","N","Gp3","Gp1","Y","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1242,449.15,"B",10,8.02,1,6,0.153,13,"Y","N","N","Gp3","Gp1","Y","other"
"NoDefault","Y",8000,"36months",0.1739,286.78,"E",10,19.59,1,21,0.67,45,"Y","N","Y","Gp4","Gp4","N","debt_consolidation"
"NoDefault","Y",9975,"36months",0.1148,328.87,"B",1,15.6,0,6,0.852,10,"N","N","N","Gp1","Gp5","N","debt_consolidation"
"NoDefault","Y",12000,"36months",0.164,424.26,"E",5,14.63,1,13,0.52,27,"N","N","Y","Gp5","Gp4","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.0542,361.92,"A",9,9.12,0,9,0.464,24,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","N",25000,"36months",0.1348,629.33,"C",10,8.33,6,17,0.12,54,"Y","N","Y","Gp5","Gp5","Y","living_expenses"
"NoDefault","N",24000,"36months",0.1459,827.16,"D",2,7.57,5,13,0.464,40,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",31825,"36months",0.1269,1067.57,"B",5,16.17,2,9,0.633,21,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",7000,"36months",0.1523,243.45,"C",5,21.94,1,16,0.272,26,"N","N","Y","Gp2","Gp2","N","debt_consolidation"
"NoDefault","Y",7000,"36months",0.0788,218.97,"A",3,10.41,1,8,0.424,18,"N","N","N","Gp2","Gp2","N","credit_card"
"NoDefault","Y",10000,"36months",0.0542,230.73,"A",5,22.78,0,10,0.057,20,"N","N","N","Gp3","Gp2","Y","living_expenses"
"NoDefault","Y",21600,"36months",0.1148,712.12,"B",10,22.09,1,6,0.033,15,"Y","N","Y","Gp5","Gp1","N","debt_consolidation"
"NoDefault","Y",9800,"36months",0.1221,326.49,"B",1,10.48,0,12,0.366,19,"N","N","Y","Gp4","Gp3","N","credit_card"
"NoDefault","Y",6000,"36months",0.0999,193.58,"B",4,14.78,1,11,0.806,24,"N","N","N","Gp5","Gp5","Y","credit_card"
"NoDefault","Y",5000,"60months",0.1074,108.07,"B",4,14.18,0,6,0.823,8,"N","N","Y","Gp4","Gp2","Y","car"
"NoDefault","Y",10000,"36months",0.1361,339.89,"C",0,15.25,0,5,0.799,20,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"NoDefault","Y",7500,"60months",0.1261,169.16,"C",3,18.73,3,21,0.378,40,"N","N","N","Gp4","Gp2","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1465,413.94,"C",10,8.76,2,10,0.593,32,"Y","N","N","Gp3","Gp3","Y","credit_card"
"NoDefault","Y",1200,"36months",0.0662,36.85,"A",7,7.51,0,7,0.521,17,"N","N","Y","Gp2","Gp2","N","luxury"
"NoDefault","Y",4000,"36months",0.0603,121.75,"A",1,3.37,0,7,0.004,12,"N","N","Y","Gp4","Gp1","Y","living_expenses"
"NoDefault","N",18000,"36months",0.1595,632.39,"E",4,13.32,5,14,0.493,21,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",18000,"36months",0.0788,563.05,"A",10,1.06,1,9,0.414,38,"Y","N","Y","Gp2","Gp5","N","debt_consolidation"
"NoDefault","Y",30000,"60months",0.1242,673.72,"B",10,19.88,0,7,0.556,22,"Y","N","N","Gp2","Gp2","Y","debt_consolidation"
"NoDefault","Y",15000,"36months",0.1112,491.94,"B",10,11.22,0,6,0.785,12,"Y","N","N","Gp3","Gp3","N","credit_card"
"NoDefault","Y",13975,"36months",0.089,443.76,"A",1,17.06,0,11,0.593,26,"N","N","Y","Gp2","Gp5","N","credit_card"
"NoDefault","Y",8000,"60months",0.1038,171.48,"B",2,19.8,1,12,0.187,26,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"NoDefault","Y",5600,"60months",0.1149,123.14,"B",3,7.57,0,10,0.352,35,"N","N","Y","Gp1","Gp3","N","luxury"
"NoDefault","Y",6000,"36months",0.0849,189.38,"A",7,16.22,4,12,0.176,26,"N","N","Y","Gp5","Gp3","Y","debt_consolidation"
"NoDefault","Y",8000,"36months",0.1112,262.37,"B",8,19.72,0,11,0.531,18,"N","N","N","Gp4","Gp5","N","credit_card"
"NoDefault","Y",12000,"60months",0.1268,271.08,"C",8,9.55,0,9,0.842,15,"N","N","Y","Gp5","Gp4","N","credit_card"
"NoDefault","Y",12000,"36months",0.0542,361.92,"A",6,7.65,0,6,0.479,35,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.0932,159.74,"A",10,13.62,0,8,0.354,21,"Y","N","Y","Gp3","Gp5","N","other"
"NoDefault","Y",2000,"60months",0.1682,49.52,"E",2,10.19,3,10,0.198,12,"N","N","N","Gp4","Gp1","Y","luxury"
"NoDefault","Y",15250,"60months",0.1112,332.49,"B",9,12.83,1,9,0.502,39,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1071,163.01,"B",4,20.28,0,13,0.453,24,"N","N","Y","Gp1","Gp2","N","credit_card"
"NoDefault","Y",12000,"36months",0.1199,398.52,"B",5,10.68,0,13,0.923,47,"N","Y","N","Gp3","Gp4","Y","credit_card"
"NoDefault","Y",11500,"60months",0.1528,275.28,"D",5,14.44,0,6,0.891,12,"N","N","N","Gp1","Gp3","Y","other"
"NoDefault","Y",1125,"36months",0.0579,34.12,"A",6,17.68,0,8,0.135,22,"N","N","Y","Gp1","Gp2","Y","credit_card"
"NoDefault","Y",2275,"36months",0.0749,70.76,"A",5,19.31,4,12,0.292,30,"N","N","Y","Gp3","Gp3","Y","debt_consolidation"
"NoDefault","Y",35000,"36months",0.079,1095.16,"A",6,8.79,0,13,0.172,52,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",2400,"36months",0.1199,79.71,"B",5,9.99,0,5,0.316,7,"N","N","N","Gp1","Gp1","Y","living_expenses"
"NoDefault","Y",8000,"36months",0.1496,277.18,"D",0,12.52,0,7,0.929,21,"N","N","N","Gp3","Gp2","N","other"
"NoDefault","Y",9000,"36months",0.0999,290.37,"B",3,16.73,1,6,0.376,16,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1496,138.59,"D",4,7.8,0,4,0.223,15,"N","N","N","Gp2","Gp2","N","credit_card"
"NoDefault","Y",30000,"36months",0.1727,1073.62,"D",0,11.78,2,13,0.696,40,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",4500,"36months",0.1427,154.4,"C",2,2.23,1,4,0.142,9,"N","Y","N","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.0859,316.11,"A",4,3.78,0,8,0.137,15,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"NoDefault","Y",20000,"60months",0.1465,472.14,"C",1,27.64,3,19,0.322,59,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1036,162.19,"B",4,16.82,2,10,0.508,20,"N","N","N","Gp2","Gp2","N","credit_card"
"NoDefault","Y",10000,"60months",0.1825,255.3,"F",0,16.8,2,23,0.223,28,"N","N","N","Gp4","Gp1","Y","business"
"NoDefault","Y",15000,"36months",0.1287,504.5,"C",1,22.18,2,19,0.086,32,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.0751,311.1,"A",4,15.92,0,8,0.178,36,"N","N","Y","Gp3","Gp2","N","living_expenses"
"NoDefault","Y",29000,"36months",0.0751,902.22,"A",1,5.03,0,8,0.408,27,"N","N","Y","Gp4","Gp3","Y","living_expenses"
"NoDefault","Y",12000,"36months",0.0599,365.01,"A",7,10.77,3,14,0.096,21,"N","N","Y","Gp4","Gp2","Y","other"
"NoDefault","Y",6800,"36months",0.0692,209.72,"A",9,23.31,2,6,0.408,26,"N","Y","N","Gp2","Gp3","N","living_expenses"
"NoDefault","Y",12000,"36months",0.0894,381.26,"A",10,11.27,1,11,0.41,40,"Y","N","Y","Gp5","Gp5","Y","luxury"
"NoDefault","Y",20000,"36months",0.1482,691.55,"E",8,23.45,1,15,0.478,31,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1,161.34,"B",3,18.77,0,12,0.721,22,"N","Y","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",24000,"36months",0.1062,496.53,"B",1,18.03,0,9,0.516,23,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",20000,"60months",0.0691,395.18,"A",2,1.66,1,11,0.379,30,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"NoDefault","Y",5000,"60months",0.0729,99.7,"A",5,3.32,0,12,0.142,32,"N","N","Y","Gp2","Gp3","N","car"
"NoDefault","Y",18000,"60months",0.1677,445.13,"E",10,2.66,0,7,0.413,12,"Y","N","Y","Gp3","Gp3","Y","business"
"NoDefault","Y",17000,"36months",0.1379,579.29,"C",3,16,2,9,0.766,20,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"NoDefault","Y",15000,"36months",0.1411,513.44,"D",2,22.67,0,10,0.927,17,"N","N","N","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",15000,"36months",0.0603,456.54,"A",6,0.36,0,7,0.024,28,"N","Y","Y","Gp4","Gp1","N","living_expenses"
"NoDefault","Y",12800,"36months",0.1435,439.66,"C",6,19.11,1,13,0.596,23,"N","N","N","Gp3","Gp5","N","credit_card"
"NoDefault","Y",12000,"36months",0.1199,398.52,"B",3,16.07,1,5,0.315,10,"N","N","N","Gp4","Gp2","Y","debt_consolidation"
"NoDefault","Y",3000,"36months",0.1178,99.33,"C",2,0.66,0,5,0.301,6,"N","N","N","Gp1","Gp1","Y","other"
"NoDefault","Y",14000,"60months",0.1036,299.95,"B",9,24.33,3,4,0.206,22,"N","N","N","Gp3","Gp1","Y","other"
"NoDefault","Y",12000,"36months",0.0714,371.3,"A",10,10.73,2,13,0.339,30,"Y","N","N","Gp5","Gp5","Y","living_expenses"
"NoDefault","Y",3500,"36months",0.0932,111.82,"A",6,8.94,0,5,0.021,9,"N","N","N","Gp2","Gp1","N","luxury"
"NoDefault","Y",20000,"36months",0.1426,686.12,"C",4,20.09,1,7,0.819,26,"N","N","N","Gp5","Gp5","Y","living_expenses"
"NoDefault","Y",4000,"36months",0.0542,120.64,"A",1,11.79,0,15,0.175,38,"N","N","Y","Gp4","Gp3","N","credit_card"
"NoDefault","Y",3000,"36months",0.0737,93.14,"A",10,8.95,0,7,0.21,26,"Y","N","Y","Gp3","Gp2","N","living_expenses"
"NoDefault","Y",8000,"36months",0.1253,267.74,"B",9,20.67,3,20,0.464,25,"N","N","N","Gp4","Gp4","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.1273,335.67,"C",2,2.71,0,5,0.839,9,"N","N","N","Gp1","Gp4","N","credit_card"
"NoDefault","Y",20000,"60months",0.0991,424.06,"B",10,11.19,0,14,0.154,20,"Y","N","Y","Gp5","Gp3","Y","debt_consolidation"
"NoDefault","Y",25000,"36months",0.1306,843.08,"C",3,1.97,0,4,0.602,9,"N","N","N","Gp5","Gp4","Y","debt_consolidation"
"NoDefault","Y",1500,"36months",0.1062,48.84,"B",3,15.16,2,6,0.492,10,"N","N","Y","Gp1","Gp1","N","living_expenses"
"NoDefault","Y",7000,"60months",0.1398,162.81,"C",5,12.91,0,3,0.857,4,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",4000,"36months",0.1136,131.65,"B",0,22.92,1,8,0.331,11,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"NoDefault","Y",8400,"36months",0.0599,255.51,"A",2,8.7,0,6,0.233,11,"N","N","Y","Gp1","Gp2","Y","credit_card"
"NoDefault","Y",5600,"36months",0.079,175.23,"A",5,10.43,1,16,0.436,23,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"NoDefault","Y",20000,"36months",0.1199,664.2,"B",1,11.65,1,11,0.509,16,"N","N","N","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",5000,"36months",0.1632,176.58,"D",5,13.09,0,5,0.697,9,"N","N","N","Gp2","Gp2","Y","debt_consolidation"
"NoDefault","Y",9600,"36months",0.079,300.39,"A",10,19.82,0,10,0.013,30,"Y","Y","N","Gp3","Gp1","Y","debt_consolidation"
"NoDefault","Y",25000,"60months",0.1398,581.45,"C",3,12.86,0,7,0.82,17,"N","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","N",2000,"36months",0.1141,65.87,"C",0,4,4,4,0.37,4,"N","N","N","Gp1","Gp1","N","living_expenses"
"NoDefault","Y",15000,"36months",0.0964,224.69,"B",0,21.23,0,11,0.48,25,"N","N","Y","Gp1","Gp4","N","luxury"
"NoDefault","Y",20000,"60months",0.2011,531.11,"G",10,21.22,1,11,0.818,44,"Y","N","Y","Gp4","Gp4","Y","debt_consolidation"
"NoDefault","Y",3500,"36months",0.1199,116.24,"B",5,7.01,1,6,0.794,11,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",14000,"36months",0.0751,435.56,"A",5,22.67,1,7,0.058,16,"N","N","N","Gp1","Gp1","Y","credit_card"
"NoDefault","Y",14000,"36months",0.0894,444.81,"A",6,20.82,1,8,0.189,20,"N","N","Y","Gp3","Gp1","Y","living_expenses"
"NoDefault","Y",3500,"36months",0.0768,109.17,"A",4,2.26,0,5,0.107,8,"N","N","N","Gp1","Gp1","N","living_expenses"
"NoDefault","Y",8000,"36months",0.1183,265.08,"B",7,8.98,0,4,0.12,5,"N","N","Y","Gp4","Gp1","N","living_expenses"
"NoDefault","Y",24250,"36months",0.1756,871.35,"E",4,17.46,0,8,0.75,26,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",25000,"60months",0.2048,669.05,"G",0,17.54,2,3,0.951,8,"N","N","N","Gp3","Gp5","Y","credit_card"
"NoDefault","Y",14000,"36months",0.089,444.55,"A",3,19.88,0,8,0.489,22,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"NoDefault","N",6000,"36months",0.1461,206.86,"D",10,18.98,7,6,0.389,26,"Y","N","N","Gp3","Gp1","N","living_expenses"
"NoDefault","Y",2500,"36months",0.0714,77.36,"A",2,19.76,2,17,0.092,24,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",7500,"36months",0.1099,245.52,"B",4,6.83,1,4,0.736,6,"N","N","N","Gp2","Gp4","N","car"
"NoDefault","Y",7000,"36months",0.1392,238.96,"C",1,14.14,0,5,0.414,6,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",6000,"36months",0.1385,204.63,"C",6,5.02,0,8,0.309,12,"N","N","N","Gp1","Gp2","Y","other"
"NoDefault","Y",8000,"36months",0.1204,265.87,"C",1,16.06,0,10,0.685,17,"N","N","N","Gp2","Gp3","N","debt_consolidation"
"NoDefault","Y",7000,"36months",0.0662,214.93,"A",5,4.41,4,7,0.234,22,"N","N","Y","Gp2","Gp2","Y","living_expenses"
"NoDefault","Y",4000,"36months",0.0988,128.85,"B",5,7.5,0,7,0.341,14,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",7750,"36months",0.0751,241.11,"A",10,8.69,2,18,0.291,43,"Y","N","Y","Gp4","Gp5","N","debt_consolidation"
"NoDefault","Y",1200,"36months",0.0894,38.13,"A",1,22.9,1,5,0.233,9,"N","N","Y","Gp1","Gp3","N","luxury"
"NoDefault","Y",5000,"36months",0.0894,158.86,"A",6,20.14,3,12,0.533,25,"N","N","N","Gp3","Gp5","N","living_expenses"
"NoDefault","Y",12500,"36months",0.0692,385.51,"A",4,21.39,0,11,0.065,14,"N","N","N","Gp2","Gp1","Y","living_expenses"
"NoDefault","Y",5000,"36months",0.1095,163.57,"B",3,12.48,0,7,0.181,18,"N","Y","N","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",3000,"36months",0.0599,91.26,"A",3,16.08,0,8,0.255,16,"N","N","Y","Gp3","Gp1","N","debt_consolidation"
"NoDefault","Y",14000,"36months",0.1323,473.27,"C",4,16.84,1,6,0.819,22,"N","N","Y","Gp3","Gp4","N","debt_consolidation"
"NoDefault","Y",15000,"60months",0.1825,382.95,"D",10,14.25,0,12,0.763,20,"Y","N","N","Gp2","Gp4","Y","living_expenses"
"NoDefault","Y",5000,"36months",0.0579,151.64,"A",7,9.18,0,10,0.545,22,"N","N","N","Gp3","Gp3","Y","other"
"NoDefault","Y",3500,"36months",0.1399,119.61,"C",4,11.44,3,4,0.665,7,"N","N","N","Gp2","Gp2","Y","car"
"NoDefault","Y",20000,"36months",0.1682,711.27,"E",9,19.03,0,14,0.824,27,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",14000,"36months",0.1099,458.28,"B",2,17.4,0,4,0.253,22,"N","Y","Y","Gp5","Gp1","N","living_expenses"
"NoDefault","Y",3000,"36months",0.08,94.01,"A",5,14.63,2,21,0.03,40,"N","N","Y","Gp4","Gp1","N","debt_consolidation"
"NoDefault","Y",15000,"60months",0.1171,331.48,"B",3,14.05,0,11,0.745,23,"N","N","Y","Gp4","Gp4","N","credit_card"
"NoDefault","Y",3725,"36months",0.1269,124.96,"B",8,18.72,1,6,0.782,13,"N","Y","Y","Gp1","Gp4","Y","debt_consolidation"
"NoDefault","Y",12000,"36months",0.1065,390.88,"B",10,26.06,3,15,0.601,25,"Y","N","N","Gp4","Gp5","N","debt_consolidation"
"NoDefault","Y",7000,"36months",0.0962,224.63,"B",9,22.69,1,8,0.628,26,"N","Y","Y","Gp2","Gp4","Y","debt_consolidation"
"NoDefault","Y",2000,"36months",0.0849,63.13,"A",2,1.36,0,4,0.357,6,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",9600,"60months",0.0766,193.1,"A",2,17.91,0,7,0.211,27,"N","N","Y","Gp3","Gp2","N","luxury"
"NoDefault","Y",2000,"36months",0.1484,69.18,"D",0,16.11,0,3,0.642,5,"N","N","Y","Gp1","Gp3","N","luxury"
"NoDefault","Y",8500,"36months",0.1,274.28,"B",4,19.32,0,9,0.482,19,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.1178,331.1,"C",1,8.8,2,9,0.405,16,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"NoDefault","Y",7000,"36months",0.0599,212.93,"A",9,10.8,0,11,0.029,28,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",25000,"36months",0.1025,809.62,"B",10,4.82,0,9,0.162,17,"Y","N","N","Gp3","Gp3","N","debt_consolidation"
"NoDefault","Y",10000,"36months",0.0907,318.33,"A",3,9.79,2,9,0,22,"N","N","Y","Gp5","Gp1","N","business"
"NoDefault","Y",2500,"36months",0.1454,86.11,"D",1,18.5,3,11,0.497,17,"N","Y","N","Gp1","Gp2","N","debt_consolidation"
"NoDefault","Y",7500,"36months",0.089,238.15,"A",10,7.85,1,23,0.149,63,"Y","N","Y","Gp5","Gp4","Y","credit_card"
"NoDefault","Y",4800,"60months",0.1186,106.44,"B",0,12.3,2,9,0.433,10,"N","N","N","Gp2","Gp4","N","luxury"
"NoDefault","Y",25000,"60months",0.1273,415.56,"C",10,0.74,2,6,0.383,29,"Y","N","Y","Gp5","Gp1","Y","living_expenses"
"NoDefault","Y",11000,"60months",0.0962,231.67,"B",2,16.49,1,5,0.544,29,"N","N","Y","Gp5","Gp3","Y","car"
"NoDefault","Y",28000,"60months",0.1269,632.66,"B",4,6.66,0,6,0.343,8,"N","N","Y","Gp5","Gp2","Y","living_expenses"
"NoDefault","Y",2000,"36months",0.1379,68.16,"C",1,18.07,0,8,0.959,16,"N","N","N","Gp3","Gp4","Y","credit_card"
"NoDefault","Y",8100,"36months",0.0751,252,"A",6,16.4,0,8,0.27,13,"N","N","N","Gp4","Gp3","Y","business"
"NoDefault","Y",12000,"36months",0.0579,363.93,"A",0,8.73,0,6,0.212,16,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",6500,"36months",0.0749,202.17,"A",10,20.2,1,8,0.674,16,"Y","N","Y","Gp3","Gp5","Y","credit_card"
"NoDefault","Y",2300,"36months",0.074,71.44,"A",4,18.59,2,12,0.073,29,"N","N","N","Gp1","Gp1","N","other"
"NoDefault","Y",3600,"36months",0.0925,114.9,"B",4,5.57,0,8,0.123,16,"N","N","N","Gp3","Gp2","N","credit_card"
"NoDefault","Y",20000,"36months",0.1171,661.52,"B",10,22.74,0,10,0.671,19,"Y","N","N","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","Y",5000,"60months",0.1075,108.09,"B",3,20.68,2,7,0.412,15,"N","N","Y","Gp3","Gp3","Y","living_expenses"
"NoDefault","Y",15000,"36months",0.1695,534.41,"E",4,22.85,0,6,0.985,13,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"NoDefault","Y",14400,"60months",0.1727,359.98,"D",4,11.75,1,10,0.283,17,"N","Y","N","Gp1","Gp2","Y","debt_consolidation"
"NoDefault","Y",35000,"60months",0.1942,916.03,"E",2,11.29,1,6,0.516,23,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",14800,"36months",0.1942,545.66,"E",1,20.76,2,25,0.37,63,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"NoDefault","Y",3350,"36months",0.079,104.83,"A",8,25.57,0,7,0.583,23,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"NoDefault","Y",25000,"36months",0.0699,771.82,"A",2,12.49,0,13,0.303,24,"N","N","Y","Gp5","Gp4","Y","credit_card"
"NoDefault","Y",8200,"36months",0.0662,251.77,"A",0,11.1,1,7,0.255,11,"N","N","N","Gp2","Gp1","Y","living_expenses"
"NoDefault","Y",8000,"36months",0.1268,268.33,"C",2,12.92,3,5,0.434,13,"N","N","N","Gp2","Gp1","Y","debt_consolidation"
"NoDefault","Y",3000,"36months",0.0894,95.32,"A",2,1.8,1,4,0.509,4,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"NoDefault","Y",3500,"36months",0.1349,118.76,"C",10,21.48,1,12,0.679,31,"Y","N","Y","Gp5","Gp5","N","other"
"NoDefault","Y",9000,"36months",0.1347,305.31,"C",10,22.61,2,15,0.929,52,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"NoDefault","Y",10750,"36months",0.0751,334.43,"A",2,17.55,1,18,0.591,49,"N","N","Y","Gp4","Gp5","N","other"
"NoDefault","Y",35000,"60months",0.1929,567.69,"E",5,20.62,3,11,0.682,27,"N","N","N","Gp3","Gp4","Y","debt_consolidation"
"NoDefault","N",6400,"36months",0.1387,218.34,"D",0,17.37,0,13,0.857,13,"N","Y","N","Gp2","Gp3","N","credit_card"
"NoDefault","N",7500,"36months",0.1665,266.1,"F",2,20.93,3,14,0.563,49,"N","N","N","Gp2","Gp4","Y","living_expenses"
