"targetloanstatus","creditpolicy","loanamnt","term","intrate","installment","grade","emplength","dti","inqlast6mths","openacc","revolutil","totalacc","emp10years","delin2years","homeowner","annualinc_bin","revolbal_bin","verified","purpose_mod"
"Default","N",1500,"36months",0.1407,51.32,"E",0,22.95,3,6,0.751,6,"N","N","N","Gp1","Gp1","N","other"
"Default","Y",19750,"60months",0.1969,519.86,"E",10,6.55,0,23,0.613,40,"Y","N","Y","Gp4","Gp4","Y","living_expenses"
"Default","Y",15000,"36months",0.1103,491.3,"C",0,9.52,0,22,0.561,38,"N","Y","Y","Gp5","Gp5","N","debt_consolidation"
"Default","Y",10000,"60months",0.1941,261.67,"F",1,12.53,0,3,0.517,11,"N","N","Y","Gp3","Gp4","Y","debt_consolidation"
"Default","N",10000,"36months",0.1843,363.7,"F",7,9.24,7,6,0.644,17,"N","N","Y","Gp3","Gp2","N","business"
"Default","Y",14800,"36months",0.1853,538.98,"F",7,1.58,1,3,0.667,32,"N","N","Y","Gp3","Gp3","Y","business"
"Default","Y",7000,"36months",0.1385,238.73,"C",2,20.44,1,18,0.637,36,"N","Y","N","Gp3","Gp5","N","other"
"Default","Y",27400,"60months",0.1727,684.95,"D",10,17.63,0,16,0.503,30,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",25000,"60months",0.1099,543.44,"B",10,3.79,0,11,0.155,31,"Y","N","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",4200,"36months",0.1099,137.49,"B",10,16.85,0,4,0.75,8,"Y","N","Y","Gp1","Gp2","N","other"
"Default","Y",2400,"60months",0.1261,54.13,"C",5,12.5,0,5,0.511,11,"N","N","Y","Gp1","Gp1","N","business"
"Default","Y",12800,"36months",0.1479,442.41,"C",10,8.47,3,5,0.115,7,"Y","Y","N","Gp1","Gp1","Y","other"
"Default","Y",7500,"36months",0.1103,245.65,"C",3,16.12,1,14,0.523,54,"N","Y","Y","Gp3","Gp4","N","debt_consolidation"
"Default","Y",19125,"60months",0.1677,472.95,"E",10,19.26,3,9,0.877,42,"Y","Y","Y","Gp2","Gp3","Y","debt_consolidation"
"Default","Y",12500,"36months",0.1287,420.42,"C",0,10.39,0,21,0.678,36,"N","N","N","Gp1","Gp4","Y","debt_consolidation"
"Default","Y",8000,"36months",0.1038,259.57,"B",0,2.4,0,3,0.135,10,"N","N","Y","Gp2","Gp2","N","luxury"
"Default","Y",16000,"36months",0.1095,523.42,"B",2,3.68,0,9,0.107,36,"N","N","N","Gp4","Gp2","Y","living_expenses"
"Default","Y",1200,"60months",0.1558,28.92,"D",9,0,0,2,0,4,"N","N","Y","Gp1","Gp1","N","debt_consolidation"
"Default","Y",24000,"60months",0.1465,566.56,"C",10,21.85,6,13,0.255,38,"Y","N","Y","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",11200,"36months",0.1078,365.51,"C",10,7.56,1,4,0.81,14,"Y","Y","Y","Gp4","Gp4","N","business"
"Default","Y",9600,"36months",0.1399,328.06,"C",10,19.37,1,12,0.909,39,"Y","N","Y","Gp5","Gp5","Y","living_expenses"
"Default","Y",3625,"36months",0.1059,117.98,"B",2,13.3,0,6,0.306,12,"N","N","N","Gp3","Gp1","Y","living_expenses"
"Default","Y",22000,"60months",0.1223,297.4,"C",6,5.21,3,12,0.583,16,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","Y",2500,"36months",0.1099,81.84,"B",0,9.75,0,9,0.535,17,"N","N","N","Gp1","Gp1","N","other"
"Default","Y",5000,"36months",0.1558,174.76,"D",4,13.68,0,6,0.803,8,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"Default","Y",6000,"36months",0.1171,198.46,"B",0,16.18,2,9,0.455,20,"N","N","Y","Gp4","Gp5","N","living_expenses"
"Default","Y",2500,"36months",0.0962,80.23,"B",1,2.94,3,4,0.381,7,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"Default","Y",25000,"60months",0.1825,638.25,"D",8,12.2,0,20,0.575,47,"N","Y","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","Y",25000,"60months",0.1186,554.35,"B",10,9.5,2,9,0.165,34,"Y","N","Y","Gp4","Gp2","Y","debt_consolidation"
"Default","Y",15000,"60months",0.1649,368.69,"D",2,16.29,0,10,0.807,21,"N","N","N","Gp2","Gp5","N","debt_consolidation"
"Default","Y",16000,"60months",0.1749,401.87,"D",5,23.92,0,20,0.603,52,"N","N","Y","Gp4","Gp5","Y","debt_consolidation"
"Default","N",8550,"36months",0.1722,305.77,"G",1,8.84,4,6,0.79,6,"N","N","N","Gp3","Gp2","N","business"
"Default","Y",10000,"60months",0.1335,229.33,"C",10,23.12,0,8,0.588,11,"Y","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","N",6000,"36months",0.1412,205.42,"D",8,9.01,4,6,0.346,14,"N","Y","N","Gp2","Gp2","N","living_expenses"
"Default","Y",25000,"36months",0.1608,879.92,"F",0,6.4,0,8,0.541,12,"N","Y","Y","Gp2","Gp4","N","luxury"
"Default","Y",4000,"36months",0.1523,139.12,"C",5,16.49,1,6,0.566,19,"N","Y","Y","Gp2","Gp1","N","luxury"
"Default","Y",12000,"60months",0.1427,280.91,"C",10,11.89,0,6,0.838,16,"Y","N","Y","Gp2","Gp3","Y","debt_consolidation"
"Default","Y",12000,"60months",0.1446,282.09,"D",10,2.2,2,8,0.291,10,"Y","N","N","Gp4","Gp2","N","debt_consolidation"
"Default","Y",20000,"60months",0.1149,316.63,"B",6,20.94,0,10,0.312,35,"N","N","N","Gp4","Gp3","Y","debt_consolidation"
"Default","Y",15000,"60months",0.1065,323.53,"B",10,14.1,0,8,0.223,16,"Y","N","Y","Gp4","Gp5","N","debt_consolidation"
"Default","Y",7000,"60months",0.1427,163.86,"C",4,12.18,2,11,0.671,16,"N","N","Y","Gp2","Gp5","Y","other"
"Default","Y",7500,"36months",0.1505,260.19,"D",7,15.06,1,11,0.848,31,"N","Y","N","Gp3","Gp4","N","debt_consolidation"
"Default","N",4500,"36months",0.1095,147.22,"B",2,7.52,4,12,0.222,17,"N","N","Y","Gp3","Gp1","N","living_expenses"
"Default","Y",2100,"36months",0.0991,67.68,"B",2,19.63,0,14,0.787,25,"N","N","N","Gp5","Gp5","N","debt_consolidation"
"Default","Y",4000,"36months",0.1261,134.03,"C",4,14.5,1,5,0.864,15,"N","Y","N","Gp2","Gp2","N","credit_card"
"Default","Y",14750,"60months",0.1171,325.95,"B",2,25.72,0,14,0.169,33,"N","N","N","Gp2","Gp2","Y","other"
"Default","N",2400,"36months",0.1317,81.07,"D",2,24.51,0,3,0,5,"N","N","Y","Gp1","Gp1","Y","other"
"Default","Y",20000,"36months",0.1158,660.27,"B",5,3.93,1,11,0.092,26,"N","N","N","Gp5","Gp3","Y","credit_card"
"Default","Y",6000,"36months",0.157,210.07,"D",2,14.86,1,4,0.842,6,"N","N","Y","Gp1","Gp2","N","car"
"Default","Y",24000,"60months",0.1269,542.28,"B",3,25.54,0,10,0.96,38,"N","N","Y","Gp4","Gp5","Y","credit_card"
"Default","Y",1325,"36months",0.1,42.76,"B",0,14.95,2,8,0.04,36,"N","N","N","Gp2","Gp1","Y","living_expenses"
"Default","Y",10000,"36months",0.1411,342.29,"D",3,13.73,0,13,0.724,15,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",7000,"36months",0.1465,241.46,"C",7,8.26,1,12,0.628,39,"N","Y","Y","Gp5","Gp4","Y","living_expenses"
"Default","Y",4000,"60months",0.1261,90.22,"C",10,19.92,0,18,0.451,52,"Y","N","Y","Gp4","Gp5","Y","other"
"Default","Y",9000,"36months",0.1349,305.38,"C",0,10.08,1,4,0.917,9,"N","N","N","Gp1","Gp3","Y","debt_consolidation"
"Default","Y",3000,"36months",0.0751,93.34,"A",10,25.01,2,13,0.149,29,"Y","N","Y","Gp1","Gp4","N","debt_consolidation"
"Default","N",10000,"36months",0.16,351.58,"D",0,16.99,6,5,0.945,19,"N","N","N","Gp4","Gp2","N","debt_consolidation"
"Default","Y",9900,"60months",0.0999,210.3,"B",7,10.72,0,4,0.472,8,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"Default","Y",8000,"60months",0.1751,201.03,"E",3,14.07,2,5,0.892,11,"N","N","N","Gp2","Gp3","Y","debt_consolidation"
"Default","N",22750,"60months",0.183,581.42,"F",3,14.4,5,10,0.584,31,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",4000,"36months",0.1335,135.46,"C",10,14.74,0,13,0.805,36,"Y","Y","Y","Gp5","Gp5","N","other"
"Default","Y",18000,"36months",0.0691,555.05,"A",10,8.47,1,8,0.044,20,"Y","N","Y","Gp3","Gp1","Y","living_expenses"
"Default","Y",25000,"36months",0.1809,904.88,"F",10,21.02,3,9,0.744,25,"Y","N","Y","Gp4","Gp5","Y","other"
"Default","Y",16500,"60months",0.1521,342.97,"D",0,20.49,2,6,0.313,14,"N","N","N","Gp2","Gp2","Y","credit_card"
"Default","Y",10000,"36months",0.1261,335.07,"C",0,20.88,6,17,0.038,27,"N","N","Y","Gp5","Gp1","N","debt_consolidation"
"Default","Y",8875,"36months",0.1199,294.74,"B",2,19.2,0,7,0.901,8,"N","N","Y","Gp1","Gp3","N","debt_consolidation"
"Default","Y",27000,"60months",0.1991,713.99,"E",10,8.99,2,12,0.035,31,"Y","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",15000,"36months",0.1635,529.94,"E",5,19.33,1,6,0.942,26,"N","N","Y","Gp5","Gp5","Y","other"
"Default","Y",18000,"60months",0.2206,497.76,"F",2,16.18,2,18,0.964,42,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",5400,"60months",0.1839,138.28,"E",2,9.29,1,7,0.467,16,"N","Y","N","Gp1","Gp1","Y","other"
"Default","N",7500,"36months",0.1513,260.47,"E",10,17.59,3,6,0.79,12,"Y","N","N","Gp3","Gp3","N","debt_consolidation"
"Default","N",19000,"36months",0.1557,663.96,"D",10,20.27,5,16,0.598,33,"Y","N","N","Gp3","Gp4","Y","debt_consolidation"
"Default","Y",10000,"36months",0.1099,327.36,"B",6,5.49,0,8,0.374,8,"N","N","N","Gp1","Gp2","N","luxury"
"Default","Y",2400,"36months",0.1426,82.34,"C",0,19.13,0,7,0.704,14,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","Y",12000,"60months",0.1427,280.91,"C",10,13.75,0,10,0.433,35,"Y","Y","N","Gp3","Gp4","Y","debt_consolidation"
"Default","Y",8000,"60months",0.1839,204.85,"E",0,7.61,0,9,0.496,27,"N","Y","Y","Gp2","Gp4","Y","other"
"Default","Y",10000,"36months",0.1411,329.46,"D",1,22.48,0,9,0.738,13,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"Default","N",8000,"36months",0.1038,259.57,"B",5,5.47,4,7,0.629,14,"N","N","N","Gp4","Gp4","Y","business"
"Default","N",25000,"60months",0.178,632.12,"F",5,11.74,4,15,0.687,22,"N","N","Y","Gp4","Gp5","Y","living_expenses"
"Default","Y",1500,"36months",0.0894,47.66,"A",3,9.6,0,8,0.074,12,"N","N","N","Gp2","Gp1","N","other"
"Default","Y",9600,"60months",0.1038,205.78,"B",3,5.73,0,8,0.26,23,"N","N","Y","Gp1","Gp2","Y","credit_card"
"Default","Y",21000,"60months",0.1758,528.48,"D",10,13.91,3,9,0.788,16,"Y","N","N","Gp2","Gp5","Y","debt_consolidation"
"Default","Y",15450,"36months",0.1122,507.46,"C",2,13.5,3,13,0.343,29,"N","N","Y","Gp2","Gp2","N","debt_consolidation"
"Default","Y",1500,"36months",0.1442,51.58,"D",8,12.04,1,6,0.476,9,"N","N","Y","Gp3","Gp1","N","living_expenses"
"Default","Y",5800,"36months",0.1348,196.76,"C",2,14.58,0,8,0.452,13,"N","N","Y","Gp2","Gp2","N","other"
"Default","N",2075,"36months",0.1758,74.58,"F",1,18.36,4,6,0.441,10,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","Y",4800,"36months",0.1241,160.38,"C",7,13.81,3,8,0.454,9,"N","Y","N","Gp3","Gp2","N","credit_card"
"Default","Y",19200,"60months",0.1171,424.29,"B",1,5.55,0,8,0.374,19,"N","N","N","Gp2","Gp3","Y","business"
"Default","Y",15600,"36months",0.1253,522.08,"B",2,9.05,0,9,0.225,12,"N","N","Y","Gp4","Gp2","Y","debt_consolidation"
"Default","N",7500,"36months",0.0964,240.74,"B",1,15.72,4,3,0.438,5,"N","N","N","Gp4","Gp2","N","business"
"Default","Y",5000,"60months",0.183,127.79,"F",3,0.75,2,3,0.109,7,"N","N","N","Gp1","Gp1","Y","business"
"Default","Y",24575,"60months",0.1903,637.9,"E",10,19.75,0,9,0.637,25,"Y","N","Y","Gp3","Gp5","Y","credit_card"
"Default","Y",7000,"60months",0.1645,171.91,"E",2,1.94,0,5,0.593,7,"N","N","N","Gp1","Gp1","Y","other"
"Default","N",6000,"36months",0.1739,215.09,"E",3,3.04,9,10,0.317,24,"N","N","N","Gp5","Gp1","Y","other"
"Default","Y",21600,"36months",0.1727,773.01,"D",2,10.85,0,8,0.953,18,"N","N","Y","Gp3","Gp5","Y","living_expenses"
"Default","Y",6600,"36months",0.1071,116.56,"B",1,13.3,1,8,0.539,17,"N","N","Y","Gp2","Gp3","N","living_expenses"
"Default","Y",15075,"36months",0.1527,524.58,"C",6,20.5,1,7,0.722,10,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"Default","Y",15000,"36months",0.1273,503.5,"C",1,10.9,1,9,0.343,11,"N","N","N","Gp1","Gp3","N","other"
"Default","Y",5000,"36months",0.1528,174.02,"D",10,12.19,2,7,0.744,12,"Y","N","Y","Gp3","Gp2","Y","debt_consolidation"
"Default","Y",15000,"36months",0.1427,514.64,"C",9,15.22,1,7,0.576,11,"N","N","N","Gp3","Gp2","N","debt_consolidation"
"Default","Y",16000,"36months",0.1311,539.92,"C",10,22.97,0,15,0.464,25,"Y","N","Y","Gp2","Gp4","N","debt_consolidation"
"Default","Y",35000,"60months",0.2167,960.11,"F",3,12.9,3,12,0.895,51,"N","N","Y","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",8000,"36months",0.1038,259.57,"B",10,2.8,2,15,0.14,35,"Y","N","N","Gp4","Gp2","Y","debt_consolidation"
"Default","Y",7000,"60months",0.1602,170.31,"D",0,1.92,1,3,0.083,3,"N","N","N","Gp1","Gp1","Y","luxury"
"Default","Y",9600,"60months",0.1565,231.68,"D",10,19.38,1,21,0.815,61,"Y","N","N","Gp4","Gp5","Y","debt_consolidation"
"Default","Y",12000,"36months",0.0999,387.15,"B",1,17.75,1,6,0.753,11,"N","N","Y","Gp1","Gp4","N","debt_consolidation"
"Default","Y",12000,"60months",0.1479,284.16,"C",10,13.97,2,8,0.566,16,"Y","N","Y","Gp4","Gp3","N","debt_consolidation"
"Default","Y",20500,"60months",0.1269,310.12,"B",7,12.9,0,9,0.674,33,"N","N","N","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",15000,"36months",0.1284,504.27,"C",10,9.75,0,15,0.771,34,"Y","N","Y","Gp5","Gp5","Y","credit_card"
"Default","Y",12000,"36months",0.1496,415.76,"D",2,10.63,0,7,0.464,9,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"Default","Y",7000,"60months",0.0962,147.43,"B",6,7.4,1,12,0.872,12,"N","N","Y","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",7500,"36months",0.1008,188.99,"B",4,17.61,2,8,0.107,36,"N","N","Y","Gp4","Gp2","N","other"
"Default","N",14300,"36months",0.1501,495.79,"F",3,12.76,1,6,0.641,8,"N","N","N","Gp1","Gp2","N","living_expenses"
"Default","Y",18250,"60months",0.1689,452.49,"D",10,19.04,0,9,0.777,13,"Y","N","Y","Gp1","Gp4","Y","other"
"Default","Y",5000,"36months",0.1739,179.24,"E",0,23.19,1,11,0.968,16,"N","N","Y","Gp4","Gp5","N","business"
"Default","Y",5000,"60months",0.1427,117.05,"C",0,12.85,1,13,0.517,19,"N","N","N","Gp1","Gp2","Y","luxury"
"Default","Y",15000,"60months",0.1595,364.38,"D",10,13.23,3,16,0.85,52,"Y","N","Y","Gp5","Gp5","Y","living_expenses"
"Default","N",5400,"36months",0.1218,179.82,"B",6,18.42,5,15,0.248,26,"N","N","N","Gp3","Gp3","N","debt_consolidation"
"Default","Y",4200,"60months",0.1171,92.82,"B",10,10.48,2,12,0.048,28,"Y","N","Y","Gp5","Gp2","N","luxury"
"Default","Y",12000,"60months",0.1682,297.08,"E",1,13.4,2,8,0.889,10,"N","N","N","Gp3","Gp5","N","debt_consolidation"
"Default","Y",4800,"60months",0.1867,123.65,"F",5,11.56,2,3,0,21,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"Default","Y",6000,"36months",0.1645,212.27,"E",6,1.48,1,2,0.705,14,"N","Y","N","Gp3","Gp1","Y","living_expenses"
"Default","Y",9000,"36months",0.1158,297.13,"B",7,14.03,3,7,0.726,20,"N","N","Y","Gp2","Gp3","N","debt_consolidation"
"Default","Y",16000,"36months",0.1422,548.55,"C",2,8.53,0,6,0.795,22,"N","N","Y","Gp2","Gp3","N","living_expenses"
"Default","N",10000,"36months",0.1772,360.13,"G",0,25.91,0,18,0.811,27,"N","N","Y","Gp4","Gp5","N","debt_consolidation"
"Default","Y",2400,"36months",0.1065,78.18,"B",10,20.59,0,6,0.939,14,"Y","N","Y","Gp1","Gp3","Y","car"
"Default","Y",17500,"60months",0.1867,450.79,"F",2,17.96,2,14,0.87,33,"N","N","Y","Gp4","Gp4","Y","business"
"Default","Y",7800,"36months",0.1095,255.17,"B",0,20.29,0,9,0.383,17,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"Default","Y",7750,"36months",0.0999,250.04,"B",9,15.34,2,13,0.3,26,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"Default","N",12000,"36months",0.1632,423.77,"E",0,13.6,4,4,0.898,8,"N","N","N","Gp2","Gp4","N","debt_consolidation"
"Default","Y",4000,"36months",0.1171,132.31,"B",2,4.34,0,5,0.961,5,"N","N","N","Gp5","Gp1","Y","other"
"Default","Y",18000,"36months",0.1269,603.81,"B",3,14.33,2,7,0.669,30,"N","N","Y","Gp4","Gp4","N","debt_consolidation"
"Default","Y",5000,"36months",0.1422,171.43,"C",4,14.97,0,16,0.806,24,"N","N","N","Gp3","Gp3","N","other"
"Default","Y",11100,"60months",0.1596,269.7,"C",6,20.49,1,14,0.774,21,"N","N","Y","Gp1","Gp4","N","credit_card"
"Default","Y",19575,"60months",0.1349,450.32,"C",7,16.68,0,7,0.302,13,"N","Y","N","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",5000,"36months",0.0603,152.18,"A",10,23.13,0,13,0.393,33,"Y","N","Y","Gp3","Gp4","N","credit_card"
"Default","Y",5000,"60months",0.0729,99.7,"A",7,10.44,0,6,0.402,15,"N","N","Y","Gp3","Gp3","Y","car"
"Default","Y",8500,"36months",0.0542,256.36,"A",10,25.88,0,14,0.23,27,"Y","N","Y","Gp3","Gp4","N","living_expenses"
"Default","Y",5000,"36months",0.0662,153.52,"A",0,4.32,1,6,0.268,11,"N","N","N","Gp4","Gp2","Y","business"
"Default","Y",22500,"36months",0.0654,443.91,"A",3,14.78,2,9,0.244,20,"N","N","Y","Gp2","Gp3","Y","debt_consolidation"
"Default","Y",6850,"36months",0.1065,223.13,"B",3,22.42,0,7,0.587,14,"N","Y","N","Gp3","Gp1","Y","credit_card"
"Default","Y",6250,"36months",0.1727,223.68,"D",4,13.76,0,2,0.085,15,"N","N","Y","Gp1","Gp1","Y","other"
"Default","N",12000,"60months",0.0888,248.41,"B",2,13.66,4,6,0.001,7,"N","N","N","Gp1","Gp1","Y","debt_consolidation"
"Default","Y",25000,"36months",0.1635,883.23,"E",1,10.52,0,10,0.649,31,"N","Y","N","Gp2","Gp4","N","business"
"Default","Y",4000,"60months",0.1788,101.32,"E",3,2.48,0,5,0.198,9,"N","Y","Y","Gp1","Gp1","Y","living_expenses"
"Default","Y",18000,"60months",0.2174,494.49,"F",1,11.27,2,5,0.735,14,"N","N","N","Gp1","Gp1","Y","business"
"Default","Y",7000,"60months",0.1111,152.59,"B",2,8.2,0,8,0.5,13,"N","N","Y","Gp1","Gp3","Y","debt_consolidation"
"Default","Y",4500,"36months",0.1171,148.85,"B",6,15.87,0,15,0.786,27,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","N",15000,"36months",0.1663,532.05,"E",2,4.45,6,8,0.542,13,"N","N","N","Gp2","Gp4","Y","living_expenses"
"Default","Y",6200,"36months",0.0991,199.8,"B",2,20.64,2,7,0.477,12,"N","N","N","Gp1","Gp2","N","debt_consolidation"
"Default","Y",30000,"60months",0.2167,822.95,"F",6,1.19,0,3,0.891,4,"N","N","Y","Gp5","Gp3","Y","debt_consolidation"
"Default","Y",30000,"60months",0.2274,841.24,"G",10,13.96,3,15,0.176,25,"Y","Y","Y","Gp5","Gp2","Y","debt_consolidation"
"Default","Y",2800,"36months",0.1287,94.18,"C",3,3.52,1,5,0.307,8,"N","N","Y","Gp2","Gp1","Y","living_expenses"
"Default","N",4200,"36months",0.1407,143.69,"E",1,12.55,9,2,0,3,"N","N","Y","Gp1","Gp1","N","other"
"Default","N",3000,"36months",0.1418,102.8,"E",1,15.44,1,6,0.662,9,"N","Y","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",7000,"36months",0.0788,218.97,"A",3,16.91,1,15,0.616,49,"N","N","Y","Gp5","Gp5","N","credit_card"
"Default","N",16000,"36months",0.1607,563.11,"D",0,22.8,7,6,0.769,23,"N","N","Y","Gp2","Gp4","Y","debt_consolidation"
"Default","Y",4900,"60months",0.0788,99.08,"A",3,16.67,1,16,0.284,46,"N","N","Y","Gp1","Gp4","Y","credit_card"
"Default","Y",14125,"60months",0.1942,369.69,"E",2,22.78,1,13,0.751,47,"N","N","N","Gp2","Gp3","Y","credit_card"
"Default","Y",15000,"60months",0.1527,358.98,"C",8,18.98,1,9,0.683,25,"N","N","N","Gp1","Gp4","N","debt_consolidation"
"Default","N",1800,"36months",0.092,57.41,"B",0,10.94,6,7,0.848,12,"N","N","N","Gp1","Gp3","N","living_expenses"
"Default","Y",5000,"36months",0.0894,158.86,"A",1,14.33,0,9,0.052,34,"N","Y","N","Gp3","Gp1","N","debt_consolidation"
"Default","Y",2100,"36months",0.1249,70.25,"D",0,14.4,1,3,0.916,3,"N","N","N","Gp1","Gp1","N","debt_consolidation"
"Default","Y",5000,"36months",0.1111,163.96,"B",10,21,2,6,0.48,9,"Y","N","N","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",11000,"60months",0.1491,261.17,"D",10,19.7,1,19,0.459,43,"Y","N","N","Gp3","Gp3","Y","debt_consolidation"
"Default","Y",4800,"36months",0.1149,158.27,"B",10,21.64,3,9,0.412,32,"Y","N","Y","Gp3","Gp3","N","credit_card"
"Default","N",12000,"60months",0.1719,299.46,"E",0,10.1,6,11,0.339,15,"N","N","Y","Gp3","Gp4","Y","business"
"Default","N",10075,"36months",0.1071,328.47,"B",1,13.43,8,15,0.465,31,"N","N","N","Gp5","Gp5","N","business"
"Default","Y",7000,"36months",0.1465,241.46,"C",2,12.13,1,4,0.853,13,"N","N","N","Gp1","Gp3","N","living_expenses"
"Default","Y",7500,"36months",0.1629,264.76,"D",5,16.67,0,6,0.803,15,"N","N","Y","Gp4","Gp5","N","living_expenses"
"Default","Y",7500,"36months",0.0976,241.16,"B",4,6.74,0,6,0.296,8,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",18000,"36months",0.1158,594.25,"B",10,11.35,1,8,0.666,20,"Y","N","N","Gp5","Gp5","Y","living_expenses"
"Default","Y",12000,"60months",0.1242,269.49,"B",4,23.78,0,8,0.877,15,"N","N","Y","Gp3","Gp5","Y","debt_consolidation"
"Default","Y",7750,"36months",0.167,275.14,"E",2,19.52,0,5,0.715,6,"N","N","N","Gp1","Gp3","N","business"
"Default","Y",10000,"36months",0.0894,317.72,"A",0,5.6,2,6,0.173,7,"N","N","N","Gp1","Gp3","N","debt_consolidation"
"Default","Y",3000,"36months",0.1111,98.38,"B",2,23.94,1,10,0.54,23,"N","N","N","Gp4","Gp3","Y","living_expenses"
"Default","Y",7800,"60months",0.1799,198.03,"E",3,19.77,0,8,0.287,17,"N","N","Y","Gp1","Gp2","Y","debt_consolidation"
"Default","Y",12000,"60months",0.1199,266.88,"B",8,19.07,0,7,0.832,24,"N","N","Y","Gp3","Gp2","Y","debt_consolidation"
"Default","Y",10000,"36months",0.0832,314.85,"A",4,14.54,0,6,0.281,19,"N","N","N","Gp2","Gp2","N","debt_consolidation"
"Default","Y",7800,"60months",0.1299,177.44,"C",0,11.68,1,6,0.299,9,"N","N","N","Gp4","Gp2","N","other"
"Default","Y",12000,"36months",0.1298,404.22,"C",3,7.76,0,8,0.852,15,"N","Y","N","Gp3","Gp4","Y","debt_consolidation"
"Default","Y",14000,"36months",0.0617,426.99,"A",5,10.93,0,7,0.627,30,"N","N","Y","Gp4","Gp5","Y","credit_card"
"Default","Y",8000,"36months",0.1521,278.15,"D",3,9.6,3,5,0.538,16,"N","Y","Y","Gp3","Gp1","Y","living_expenses"
"Default","Y",3200,"36months",0.0599,97.34,"A",1,16.76,1,10,0.004,38,"N","N","Y","Gp3","Gp5","N","living_expenses"
"Default","Y",14000,"36months",0.1392,477.92,"C",1,15,0,7,0.527,31,"N","N","N","Gp3","Gp4","N","debt_consolidation"
"Default","Y",25000,"60months",0.2167,685.8,"F",10,12.75,0,10,0.768,17,"Y","N","Y","Gp3","Gp4","Y","debt_consolidation"
"Default","Y",20000,"60months",0.1149,439.76,"B",10,4.97,2,8,0.076,26,"Y","N","Y","Gp2","Gp2","Y","living_expenses"
"Default","Y",7000,"36months",0.1186,232.04,"B",5,16.55,2,4,0.631,17,"N","N","Y","Gp1","Gp2","N","debt_consolidation"
"Default","Y",1500,"36months",0.1392,51.21,"C",3,20.7,1,9,0.906,16,"N","N","Y","Gp3","Gp1","N","debt_consolidation"
"Default","Y",4000,"36months",0.1221,133.26,"B",2,24.98,1,10,0.579,10,"N","N","N","Gp2","Gp3","N","credit_card"
"Default","Y",5000,"36months",0.1284,168.09,"C",4,0.23,0,9,0.001,16,"N","N","N","Gp3","Gp1","Y","car"
"Default","Y",5000,"36months",0.1269,167.73,"B",4,9.38,2,9,0.532,11,"N","N","N","Gp1","Gp2","Y","other"
"Default","Y",11500,"60months",0.1756,198.1,"E",2,22.22,2,11,0.813,14,"N","N","N","Gp2","Gp3","Y","living_expenses"
"Default","Y",8000,"36months",0.1629,282.41,"D",5,13.22,0,9,0.729,12,"N","N","N","Gp2","Gp2","N","credit_card"
"Default","Y",25000,"36months",0.1253,836.66,"B",3,12.64,0,12,0.522,32,"N","N","Y","Gp5","Gp5","Y","other"
"Default","Y",25000,"60months",0.183,638.93,"F",6,10.42,1,15,0.447,36,"N","N","N","Gp5","Gp5","Y","debt_consolidation"
"Default","Y",26500,"60months",0.1942,693.57,"E",10,17.56,2,9,0.657,19,"Y","N","Y","Gp3","Gp5","Y","debt_consolidation"
"Default","Y",3000,"36months",0.1223,99.98,"C",3,5.72,1,7,0.855,13,"N","N","N","Gp3","Gp2","Y","debt_consolidation"
"Default","N",4000,"36months",0.1122,131.38,"C",1,10.85,4,3,0.025,3,"N","N","N","Gp1","Gp1","N","luxury"
"Default","N",4000,"36months",0.1442,137.54,"D",0,22.32,7,4,0.898,14,"N","Y","Y","Gp2","Gp4","N","debt_consolidation"
"Default","Y",3000,"36months",0.1183,99.41,"B",2,4.17,1,2,0,4,"N","N","N","Gp1","Gp1","N","other"
